"NumberOfImages","Mean","StandardDeviation"
"4",0.554855762121945,0.214291963383864
"4",0.483233586626974,0.245428764116129
"4",0.449922620640734,0.22591988712427
"4",0.503117950402196,0.23335826171628
"4",0.470704506426538,0.235184057433433
"4",0.529937904718405,0.236724564994821
"4",0.495286690886701,0.222519777895157
"4",0.417793964913611,0.235039599777528
"4",0.517834196110687,0.242884678757881
"4",0.481123492059783,0.226220319288474
"4",0.39918793939589,0.233549256079703
"4",0.536361487717688,0.226803206134327
"4",0.463771048883046,0.251392854965664
"4",0.429862589409198,0.229311233426306
"4",0.531398580033097,0.247241656648824
"4",0.496262669217536,0.233782355924667
"4",0.4176480073423,0.246116766290254
"4",0.548003068596954,0.230702069195902
"4",0.478032448179654,0.257689085361623
"4",0.445467251512434,0.239115393938288
"4",0.537837841331847,0.237062696526159
"4",0.464263876020484,0.261343064928564
"4",0.429891083922957,0.240024193740535
"4",0.486330550614629,0.249754329117145
"4",0.541571603911734,0.227580075430791
"4",0.507707715688997,0.214866885608444
"4",0.431800257237075,0.231894389329284
"4",0.556751400360589,0.211414617709719
"4",0.488934327668926,0.242404875150766
"4",0.457461271504788,0.224634240378623
"4",0.547326673705873,0.217589980822909
"4",0.476129830980105,0.246025767890391
"4",0.442970416942421,0.225677983505094
"4",0.496519015990199,0.23456648749162
"4",0.558392538303125,0.22136328291953
"4",0.489717835897127,0.251880341637567
"4",0.457845215029298,0.234779440587579
"4",0.508306279797998,0.23957581172034
"4",0.497360806208377,0.243803172640946
"5",0.406628088276775,0.226874031571216
"5",0.417503874645904,0.234679600003052
"5",0.406437152276224,0.233946000951076
"5",0.446102209270395,0.246048650769294
"5",0.424986670636108,0.231237858301282
"5",0.37881873783237,0.227663342589325
"5",0.426092710010616,0.226078217623946
"5",0.415535739368534,0.225473438368992
"5",0.453823530884743,0.236996980012749
"5",0.433171773732334,0.222573164576091
"5",0.38795053700706,0.220675861886479
"5",0.426077940363152,0.232871957254834
"5",0.462853310747006,0.241913763200789
"5",0.44270742458311,0.228971975967079
"5",0.398516165387843,0.229148836644532
"5",0.454039734111048,0.243327439045141
"5",0.433216657990398,0.229236401719879
"5",0.387615653344499,0.227380782746979
"5",0.468501127302536,0.237464203292721
"5",0.425947628112137,0.242399328593471
"5",0.4060616650497,0.226612994861366
"5",0.413142408528847,0.233903639852994
"5",0.401981905272337,0.232932007976884
"5",0.441779936713121,0.245784406913967
"5",0.420725927658746,0.230627497324784
"5",0.374735588733981,0.226207468045148
"5",0.413013895021266,0.24064359882793
"5",0.451211059262928,0.250849156313056
"5",0.430682114701062,0.237233394238263
"5",0.3857565545173,0.235083562884385
"5",0.441897882186881,0.252067904783504
"5",0.420665782350203,0.237229637202437
"5",0.374282594121727,0.232878011380906
"5",0.457276321787924,0.246510375907392
"5",0.414042074351732,0.249375999163541
"5",0.39378469447466,0.232819420203761
"5",0.42173031434816,0.232266664235936
"5",0.458638033144978,0.241962798577392
"5",0.438547883445538,0.228709982702104
"5",0.394519294711626,0.228097669661827
"5",0.449733019168003,0.243214604706929
"5",0.428969644005574,0.228788188059458
"5",0.383541873740465,0.22609855038069
"5",0.464382281829488,0.237628750079744
"5",0.421979546918639,0.241832527534528
"5",0.402148459676633,0.225721346321629
"5",0.458887640262038,0.248042993455249
"5",0.438635402309725,0.235079860987691
"5",0.394246892390438,0.234490271757377
"5",0.472727050493037,0.241915041123808
"5",0.431231437468357,0.247462485433477
"5",0.411866202676916,0.232908123886462
"5",0.464669987149082,0.243603720504953
"5",0.421933523285047,0.24778449193722
"5",0.401944514622491,0.23198594402695
"5",0.437468345618241,0.243905527232537
"5",0.425819784396614,0.230613615618488
"5",0.415340021108002,0.230159687216962
"5",0.453349404839195,0.241135525264102
"5",0.432852746673872,0.227078662347188
"5",0.387977913596865,0.225224989703746
"5",0.425802797297533,0.237262560286074
"5",0.462322115010503,0.245865860129231
"5",0.442323834399983,0.233228031637715
"5",0.39846343491539,0.233378003717083
"5",0.453560039871846,0.247346335707942
"5",0.432894636691338,0.233599722337853
"5",0.38764585571124,0.231784619079955
"5",0.467943970517099,0.241421525709068
"5",0.42569733963387,0.246189521374251
"5",0.405955255347564,0.230789309143907
"5",0.434061989628229,0.22857847161552
"5",0.469380209548682,0.236764783252115
"5",0.449798873413595,0.224442954803215
"5",0.406793904958825,0.22606880400139
"5",0.460995585636077,0.238260289059198
"5",0.440774835496511,0.224870617110501
"5",0.396435864000065,0.224636110030213
"5",0.474706057726861,0.232332015984623
"5",0.433253800673517,0.238406535605795
"5",0.413917150334391,0.223393569985653
"5",0.469709351319862,0.242786379243847
"5",0.44997407368308,0.230748675034751
"5",0.406625789978234,0.232371001864262
"5",0.482669734614439,0.236387030952629
"5",0.44208487884089,0.243663512937785
"5",0.423191771369805,0.230082083956844
"5",0.475067050733035,0.238256100460031
"5",0.433295916264667,0.24428747643138
"5",0.413809147582849,0.229576542105245
"5",0.447907956337355,0.239966125414056
"5",0.421490811210153,0.236649756686047
"5",0.458140236050291,0.245889225062515
"5",0.438196886390379,0.232949135863852
"5",0.394496735800524,0.23233594243688
"5",0.449288217131292,0.247211659840682
"5",0.428681621994628,0.233139691287731
"5",0.383603415080162,0.230519024267181
"5",0.463856996460859,0.241557710208386
"5",0.421758968411337,0.245616918463392
"5",0.402070972221657,0.229902258592806
"5",0.458383977509043,0.251861487623694
"5",0.438280908881734,0.239192905981806
"5",0.394226208518152,0.23860139210547
"5",0.472153515007666,0.245686436935189
"5",0.430949752960332,0.251057287719879
"5",0.411720982323809,0.236834576907306
"5",0.46413850998728,0.247425930627792
"5",0.421711550703059,0.251465779099613
"5",0.401867912867599,0.236043113471392
"5",0.437151157069811,0.24748684970641
"5",0.465542981407042,0.242948285965556
"5",0.445861081927697,0.230615659615876
"5",0.402669305235656,0.231478662584909
"5",0.478680899766389,0.236786869065274
"5",0.43823315427595,0.243374043326354
"5",0.41938935817942,0.229512249559537
"5",0.470995188378032,0.238526101158461
"5",0.429369310913115,0.243845701368236
"5",0.409935130705721,0.228831300827011
"5",0.444136106323919,0.239785483655224
"5",0.479063121245707,0.242491051444299
"5",0.438311823248579,0.249035935561268
"5",0.419325491777244,0.23543762563482
"5",0.452329853851936,0.244380960024109
"5",0.444256042926041,0.245351305970272
"5",0.465716219811744,0.224676046870924
"5",0.451184651543895,0.226305378904328
"5",0.505440566179784,0.233455016579484
"5",0.47464751400465,0.217581933980137
"5",0.40623955258431,0.223969930565679
"5",0.466222089167896,0.235108091989734
"5",0.517266357638708,0.238218979845931
"5",0.487588269096952,0.224907122262735
"5",0.42151072172794,0.234956487966166
"5",0.506419206260452,0.242949717274253
"5",0.475243846076593,0.227746248695964
"5",0.405963065063357,0.234050432969655
"5",0.523321497031376,0.230015693934227
"5",0.46084160973518,0.249040585258165
"5",0.431711768678893,0.229929842444976
"5",0.477726768159137,0.219224863636886
"5",0.526271162443444,0.221856684973237
"5",0.497505087407917,0.209059128100277
"5",0.43335063386465,0.22260441983231
"5",0.516143212806156,0.226472123890566
"5",0.485971977842368,0.211869838475902
"5",0.418802070459684,0.221935764184494
"5",0.531800312612283,0.213749564764964
"5",0.471042987829578,0.235908906878834
"5",0.442789208213496,0.217472961286922
"5",0.527438221156469,0.231012776409054
"5",0.498338899046006,0.218822903798579
"5",0.433417412648973,0.232136727054524
"5",0.541739913919993,0.21786437750663
"5",0.482828758178371,0.24172505824314
"5",0.455514348924285,0.225871312734022
"5",0.532982350847391,0.222738333924354
"5",0.471537540421504,0.244578625433878
"5",0.442962135269766,0.226760616651631
"5",0.489678186927478,0.235090282608096
"5",0.459242266961036,0.235296161532679
"5",0.510651745307944,0.239747932687236
"5",0.48109265438686,0.225764431266428
"5",0.415377872128517,0.23395000484541
"5",0.499568517569476,0.244180429108236
"5",0.468524936522066,0.228246867769964
"5",0.399642970137714,0.232571771309372
"5",0.516945725084416,0.231750541219317
"5",0.454789977199016,0.248996948184861
"5",0.425776777131853,0.229239358414687
"5",0.511655783315729,0.248704117805986
"5",0.481744614549718,0.23527884221562
"5",0.415224791958831,0.243369664812181
"5",0.527533959647203,0.235751174288634
"5",0.467308780285329,0.255007728847019
"5",0.439284121012773,0.23796391269852
"5",0.517980776989938,0.24050618142628
"5",0.455105328568684,0.257571863835871
"5",0.425752853231494,0.23839376661998
"5",0.474898350518195,0.248519940334307
"5",0.520869269971235,0.232892704152664
"5",0.491883961556388,0.220040290737214
"5",0.427312596623714,0.231463671512347
"5",0.535611888377125,0.220174384173424
"5",0.476988838887665,0.242249701246103
"5",0.449776311965188,0.225829681910448
"5",0.52664961737967,0.224814781516207
"5",0.465518242527647,0.244822175451016
"5",0.437054728054046,0.226381634476889
"5",0.484023221902261,0.235810466051999
"5",0.536794459080823,0.228658938505578
"5",0.477531635266969,0.250462750244695
"5",0.450020890266855,0.234557137326329
"5",0.494636230413723,0.24068569883712
"5",0.484619889482535,0.243839397529823
"5",0.476701530413205,0.226473072534687
"5",0.524818437441878,0.228584648556936
"5",0.49635204886122,0.216215945074285
"5",0.432892524165857,0.229018264282805
"5",0.514739856314446,0.23324330996069
"5",0.484898218416465,0.219156874564734
"5",0.418489729474833,0.228637694471569
"5",0.530348679486447,0.220567442395096
"5",0.470214950360013,0.241642403979027
"5",0.442250629445546,0.223843663136832
"5",0.525955737308621,0.237468193441097
"5",0.497163040978224,0.225652433242006
"5",0.43295310749789,0.238265874458749
"5",0.540230396227194,0.224390938236092
"5",0.481905682098833,0.247146629484324
"5",0.454861848895825,0.231783713863286
"5",0.531502022190677,0.22927965617635
"5",0.470694924433789,0.250089353163591
"5",0.442415569918959,0.232852596157044
"5",0.48872331273473,0.240543555531229
"5",0.534490730682999,0.221191260176579
"5",0.506557680118199,0.209854766614341
"5",0.444165298494292,0.225780089089313
"5",0.547755150291142,0.208325927555909
"5",0.490934441895059,0.234017343097005
"5",0.464648377490791,0.219172965433528
"5",0.539555991291252,0.213102465275737
"5",0.48038175439253,0.236934620529259
"5",0.452929319700276,0.220305737840819
"5",0.497255270645085,0.227469485417234
"5",0.549031878892822,0.216820391386075
"5",0.491610346948486,0.242138537854664
"5",0.465046163970203,0.227798851599112
"5",0.507222446173767,0.232046536068682
"5",0.497971191698499,0.23542646011726
"5",0.519466739059846,0.239201393370947
"5",0.490785719079537,0.226748609566848
"5",0.426918300914259,0.237570240516074
"5",0.534171805967437,0.226538187419199
"5",0.476129512836426,0.247604668724219
"5",0.449185580128628,0.231696211090202
"5",0.525243545155398,0.231201373760912
"5",0.464743435551738,0.250274899163574
"5",0.436573691159713,0.23244001548355
"5",0.483128082821357,0.24119099077845
"5",0.5353267931433,0.234783941555362
"5",0.476657405599626,0.255623162605315
"5",0.449421142936535,0.240187037881083
"5",0.493665442438841,0.245813117299368
"5",0.483709508878606,0.249027214092301
"5",0.543013627105371,0.219291408097263
"5",0.485865792570839,0.242854808047872
"5",0.459397709261222,0.227983829846102
"5",0.501813569639605,0.233154256798915
"5",0.492406244947208,0.236322152212315
"5",0.502552238709849,0.240721175333955
"6",0.423523424244823,0.230409895231456
"6",0.414017749704556,0.229918822969164
"6",0.448557406790208,0.240348190523704
"6",0.429957725720063,0.227284165565809
"6",0.389302500061554,0.225465667580433
"6",0.423490353366286,0.236423823495295
"6",0.45680198395497,0.24484923704971
"6",0.438613499158599,0.232986518129095
"6",0.398792664637594,0.232831544214433
"6",0.448712431010248,0.245997118547422
"6",0.429973899049851,0.233192682772271
"6",0.389011984914139,0.231407384451792
"6",0.462063443262432,0.24093535078423
"6",0.423577276290319,0.244656657191812
"6",0.405601295440261,0.23048634934725
"6",0.431002170810059,0.228657455485904
"6",0.463318072955684,0.236720826569935
"6",0.445475020842453,0.225127246022219
"6",0.406360558843441,0.226191658182901
"6",0.455544782266954,0.237888737930722
"6",0.437172479154765,0.225385362823678
"6",0.396957565151876,0.224898749223063
"6",0.468329058704147,0.232810908679071
"6",0.430503224561611,0.237620084436227
"6",0.41286396387951,0.223774241055901
"6",0.463573735559579,0.242210428020293
"6",0.445602945798064,0.230855808368365
"6",0.406204681027403,0.231921702590625
"6",0.475723629886434,0.236707913306246
"6",0.438621363031017,0.242559631749182
"6",0.421351875636812,0.229925098015974
"6",0.468613409466662,0.238218214808794
"6",0.43052222909705,0.242997391729059
"6",0.412758133903192,0.229405345430902
"6",0.44403689890756,0.23926929105385
"6",0.419605076039971,0.235837220282581
"6",0.453021758200361,0.244792102423963
"6",0.434878782071816,0.232677459445396
"6",0.395190086594809,0.231893387860502
"6",0.444859155151479,0.245806766011525
"6",0.426169039702951,0.232732488254011
"6",0.385346961918735,0.230286124264832
"6",0.458360740688465,0.24097395035733
"6",0.419997948596515,0.244109027634804
"6",0.402066835213282,0.229676321980576
"6",0.453205756616913,0.250241698112391
"6",0.43493069065543,0.23835654374419
"6",0.394949767635367,0.23759260832145
"6",0.466035449099892,0.244944068917753
"6",0.428416649020624,0.249207177207745
"6",0.41086721595965,0.236032568476664
"6",0.45857797658114,0.246336460676254
"6",0.419942223149865,0.249459093356456
"6",0.40188209805628,0.235272553929088
"6",0.434150275480694,0.246028686165637
"6",0.459805922123067,0.242267757646693
"6",0.441879469691101,0.230667127998306
"6",0.402610537719206,0.231107236569749
"6",0.472101108382088,0.236968347435636
"6",0.435113477445777,0.242250091745669
"6",0.41788522820272,0.229379629855005
"6",0.464922850915313,0.238367566447232
"6",0.426952510806246,0.242558981835495
"6",0.409232148488839,0.22871303980845
"6",0.440595262080965,0.239052366483472
"6",0.47240513573335,0.242191121314588
"6",0.435163828180928,0.247442593239439
"6",0.417816513432056,0.234795885850781
"6",0.448174368265547,0.243415245034946
"6",0.440681242839141,0.244163859614763
"6",0.43072544280475,0.232631922608985
"6",0.462843722135689,0.240341315184652
"6",0.445116553756367,0.228997472024848
"6",0.406261520208501,0.230013358100075
"6",0.455110436403203,0.241565080405235
"6",0.436860981355939,0.229340637421106
"6",0.396920249126456,0.228851119863315
"6",0.467834283484578,0.236435116675792
"6",0.430251113174471,0.241096867243855
"6",0.412725146163754,0.227558830718927
"6",0.46309429160008,0.245740088121121
"6",0.445241044995069,0.234621447956792
"6",0.406105974354546,0.235639724721286
"6",0.475191101697512,0.240200416455311
"6",0.438322329992152,0.245883128288005
"6",0.42116144473321,0.233510666974251
"6",0.468113340782189,0.241752311805373
"6",0.430268229628959,0.246387820124081
"6",0.412619032176782,0.233088410677948
"6",0.443711502862741,0.242584565635072
"6",0.469400718925128,0.237595545402306
"6",0.451880546037525,0.226728670408079
"6",0.413427974489185,0.228911567403027
"6",0.480998895563815,0.232067684437111
"6",0.44473662203271,0.238754585700738
"6",0.427883193003747,0.226651916994432
